date,title,link,price,brs,sqft,hood,bath,amenities
Oct  1,BIG VIEW! Penthouse at Arterra can rent without parking at discount,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-big-view-penthouse-at/7197990828.html,3595,1,,SOMA / south beach,1Ba,"['apartment', 'w/d in unit', 'attached garage']"
Oct  1,"#120 Furnished ONLY Gorgeous, Cozy Junior-One-Bedroom Apartment",https://sfbay.craigslist.org/sfc/apa/d/120-furnished-only-gorgeous-cozy-junior/7206343303.html,3500,1,550.0,pacific heights,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,"Top Floor, Central, Sunny Mission Studio with Views",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-central-sunny/7206341648.html,2100,,,mission district,1Ba,"['apartment', 'no laundry on site', 'no smoking', 'no parking']"
Oct  1,Spacious and bright studio near GG Park and beach,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-and-bright/7206341278.html,1795,2,500.0,richmond / seacliff,1Ba,"['apartment', 'no laundry on site', 'street parking']"
Oct  1,"**8 Weeks Free** 1 Bed, 1 Bath with Private Balcony @ 923 Folsom!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-8-weeks-free-1-bed-1-bath/7198590149.html,3184,1,704.0,SOMA / south beach,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']"
Oct  1,3Bd/ 3Bth _Private Deck_Parking_25th Ave & Calif.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3bd-3bth-private/7204014772.html,4750,3,1650.0,richmond / seacliff,3Ba,"['application fee details: No application fee', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,2 Bd/1 Bth_Move-in Now_Private Deck_Richmond District,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bd-1-bthmove-in/7195550047.html,2795,2,,richmond / seacliff,1Ba,"['application fee details: No application fee.', 'apartment', 'laundry in bldg', 'street parking']"
Oct  1,1 Bedroom 1 Bath Remodeled Garden Unit,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-1-bath/7197117896.html,2600,1,,nob hill,1Ba,"['apartment', 'laundry on site', 'no smoking', 'street parking']"
Oct  1,Nice large Studio apt  Newly refinished hrdwd flrs Top floor Walkable,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-nice-large-studio-apt/7206339517.html,1895,,464.0,lower nob hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking']"
Oct  1,"*Great location,Sh/L,Sh/patio(1825 A Lombard)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-locationsh-lsh/7206339435.html,1895,1,,marina / cow hollow,1Ba,"['apartment', 'laundry in bldg', 'no smoking']"
Oct  1,6 Weeks Free Special!! Interior Facing 1x1 w/ Rooftop Deck & Spa!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-6-weeks-free-special/7206335128.html,2915,1,543.0,castro / upper market,1Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']"
Oct  1,"3 BD w/Hardwood Floors, Deck Space, And Blocks From GG Park",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-bd-hardwood-floors-deck/7206287805.html,3349,3,1400.0,inner richmond,1Ba,"['application fee details: 30.00(non-refundable credit check)', 'broker fee details: Percentage of 1-Months Rent', 'flat', 'laundry in bldg', 'listed by: Bayview Real Estate Services, Inc.', 'no smoking', 'street parking']"
Oct  1,Are You Faced With Eviction?? We Can Help,https://sfbay.craigslist.org/sfc/apa/d/palo-alto-are-you-faced-with-eviction/7206275242.html,75,,,,1Ba,['apartment']
Oct  1,Top Floor Large Luxury Duboce Triangle 3 Bedroom Apartment,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-large-luxury/7206260349.html,4495,3,,castro / upper market,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking']"
Oct  1,Spacious 2 Bed 1.5 Bath / Double Pane Windows / WD in Unit / Parking!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-2-bed-15-bath/7206339031.html,3195,2,,mission district,1.5Ba,"['apartment', 'w/d in unit']"
Oct  1,Unfurnished 2 Bedroom Apartment with Balcony and Hardwood Floors!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-unfurnished-2-bedroom/7206332500.html,3209,2,,north beach / telegraph hill,1Ba,"['apartment', 'laundry on site', 'attached garage']"
Oct  1,Best in Class 1/1.5. Zoom Rm. Pkg. 317 29th St. RentingSF.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-best-in-class-1-15-zoom/7206338701.html,3395,1,,noe valley,1Ba,"['application fee details: $30', 'broker fee details: No fee', 'cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'listed by: RentingSF', 'no smoking', 'attached garage']"
Oct  1,"*Bright,Spacious,Fireplace,W/D,D/W(1626 Lombard#2)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-brightspaciousfireplacew/7206338643.html,3295,2,,marina / cow hollow,2Ba,"['apartment', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,>Large Cozy 5BR / Laundry in Unit / 2348 Franklin Street / RentingSF<,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-cozy-5br-laundry-in/7206338393.html,5200,5,1800.0,pacific heights,2Ba,"['apartment', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,Virtual Doorman! Receive Packages Easily / WD in Unit / RentingSF <<,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-virtual-doorman-receive/7206338115.html,2595,1,,nob hill,1Ba,"['broker fee details: No fee', 'apartment', 'w/d in unit', 'listed by: RentingSF']"
Oct  1,"*Sunny apt with great location,Laundry,Yard(1373 Vallejo)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-apt-with-great/7206337914.html,3750,2,,russian hill,2Ba,"['apartment', 'attached garage']"
Oct  1,Beautiful Views / Wonderful Location / 3BR / 1123 20th St / RentingSF,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-views-wonderful/7206337759.html,3995,3,1500.0,potrero hill,2Ba,"['apartment', 'laundry in bldg', 'no smoking', 'carport']"
Oct  1,One bedroom studio apartment for rent,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-bedroom-studio/7199243810.html,2000,1,,ingleside / SFSU / CCSF,1Ba,"['apartment', 'laundry in bldg', 'street parking']"
Oct  1,Beautifully Remodeled 3Bd/2Ba Victorian Flat.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautifully-remodeled-3bd/7206337684.html,5000,3,,alamo square / nopa,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'flat', 'w/d in unit']"
Oct  1,Rentals In SF / Updated stylish top floor APT w/ parking!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rentals-in-sf-updated/7206330365.html,3695,2,,Duboce Park,1Ba,"['application fee details: $30 application fee for credit check and processing.  Thank you.', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'carport']"
Oct  1,"North Beach City Living, Two Parlor Rooms Available",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-north-beach-city-living/7206335830.html,2700,1,660.0,north beach / telegraph hill,1Ba,"['flat', 'w/d in unit', 'no smoking', 'no parking']"
Oct  1,Spacious 1 Bdrm Russian Hill/Top Floor/Garage Parking Available,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-1-bdrm-russian/7206337359.html,3095,1,,russian hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,Huge Victorian in the Heart of the Mission,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-huge-victorian-in-the/7206330856.html,3499,2,,mission district,1Ba,"['application fee details: $40 per applicant', 'apartment', 'no laundry on site', 'no smoking', 'street parking']"
Oct  1,Russian Hill 4 BedRooms Apartment,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-russian-hill-4-bedrooms/7206316985.html,3000,4,830.0,russian hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'street parking']"
Oct  1,PRIME PACIFIC HEIGHTS PANORAMIC GG/BAY VIEW,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights/7201162112.html,4800,1,,pacific heights,1Ba,['apartment']
Oct  1,PRIME PACIFIC HEIGHTS,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights/7195062415.html,4200,1,,pacific heights,1Ba,['apartment']
Oct  1,PRIME PACIFIC HEIGHTS,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights/7189467272.html,4500,1,,pacific heights,1Ba,['apartment']
Oct  1,PRIME PACIFIC HEIGHTS,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights/7195062218.html,4500,1,,pacific heights,1Ba,['apartment']
Oct  1,PRIME PACIFIC HEIGHTS,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights/7189467081.html,4600,1,,pacific heights,1Ba,['apartment']
Oct  1,PRIME PACIFIC HEIGHTS GG/BAY VIEW,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights-gg/7189466816.html,4600,1,,pacific heights,1Ba,['apartment']
Oct  1,Furnished 2 Bedroom Apartment with Pool and Private Balcony!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-2-bedroom/7206324161.html,3399,2,,north beach / telegraph hill,1Ba,"['furnished', 'apartment', 'laundry on site', 'attached garage']"
Oct  1,· Bright and Sunny second floor apartment,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-and-sunny-second/7206335470.html,3100,,650.0,bernal heights,,"['apartment', 'no smoking']"
Oct  1,PRIME PACIFIC HEIGHTS GG/BAY VIEW,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights-gg/7195438026.html,4600,1,,pacific heights,1Ba,['apartment']
Oct  1,Bright 2BR /1 B Condo in San Francisco -Perfect for Work from Home!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-2br-1-condo-in-san/7204525108.html,4100,2,1000.0,alamo square / nopa,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'street parking']"
Oct  1,PRIME PACIFIC HEIGHTS with VIEWWWWW,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights/7205089470.html,5490,2,,pacific heights,1Ba,['apartment']
Oct  1,PRIME PACIFIC HEIGHTS with VIEWWWWW,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights/7203565085.html,5490,2,,pacific heights,1Ba,['apartment']
Oct  1,PRIME PACIFIC HEIGHTS GG/BAY VIEW,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights-gg/7205089831.html,4500,1,,pacific heights,1Ba,['apartment']
Oct  1,PRIME PACIFIC HEIGHTS GG/BAY VIEW,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights-gg/7205089259.html,4500,1,,pacific heights,1Ba,['apartment']
Oct  1,PRIME PACIFIC HEIGHTS GG/BAY VIEW,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights-gg/7195437886.html,4500,1,,pacific heights,1Ba,['apartment']
Oct  1,PRIME PACIFIC HEIGHTS GG/BAY VIEW,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights-gg/7195437734.html,4500,1,,pacific heights,1Ba,['apartment']
Oct  1,PRIME PACIFIC HEIGHTS,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights/7205089632.html,4600,1,,pacific heights,1Ba,['apartment']
Oct  1,PRIME PACIFIC HEIGHTS,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights/7203565320.html,4600,1,,pacific heights,1Ba,['apartment']
Oct  1,PRIME PACIFIC HEIGHTS,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights/7205089048.html,2800,,,pacific heights,1Ba,['apartment']
Oct  1,"Modern apt,Laundry,Decks,Dishwasher(1673 19th ave)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern/7206332198.html,3995,2,,sunset / parkside,2Ba,"['apartment', 'w/d in unit', 'attached garage']"
Oct  1,Beautiful 1-BDRM in Russian Hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-1-bdrm-in/7189045246.html,2450,1,450.0,russian hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,JUST RENTED: LUMINA | High Floor 1BR/1BA With City View | Available,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-just-rented-lumina-high/7202767655.html,3588,1,854.0,SOMA / south beach,1Ba,"['EV charging', 'application fee details: $42', 'condo', 'w/d in unit', 'no smoking', 'valet parking']"
Oct  1,1 Hawthorne|Charming Junior 1BR In Heart of Yerba Buena  SPECIAL PRICE,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-hawthornecharming/7205117154.html,2399,1,559.0,SOMA / south beach,1Ba,"['application fee details: $42', 'condo', 'w/d in unit', 'no smoking', 'valet parking']"
Oct  1,1 bd 1 bath City Views,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bd-1-bath-city-views/7196800464.html,2600,1,800.0,SOMA / south beach,1Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'attached garage', 'wheelchair accessible']"
Oct  1,170 Off Third | Spacious 1BR/BA With Ballpark Views Available,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-170-off-third-spacious/7205111939.html,3188,1,737.0,SOMA / south beach,1Ba,"['application fee details: $42', 'condo', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,"Remodeled Edwardian w/Formal Dining, Wood Floors, New Kitchen, Bath",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-edwardian/7206334401.html,3200,1,,nob hill,1Ba,"['application fee details: Credit Check and Processing fee of $40.00 for applications', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,LUMINA | Exceptionally Large Junior 1BR Available |,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lumina-exceptionally/7205126289.html,3378,1,920.0,SOMA / south beach,1Ba,"['EV charging', 'application fee details: $42', 'condo', 'w/d in unit', 'no smoking', 'valet parking']"
Oct  1,3 bd/ 2 bath in the heart of Pacific heights,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-bd-2-bath-in-the-heart/7196797162.html,6499,3,,pacific heights,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'attached garage']"
Oct  1,ONE RINCON | 1BR/1BA With Panoramic Views | 1 MONTH FREE,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-rincon-1br-1ba-with/7205129719.html,3950,1,605.0,SOMA / south beach,1Ba,"['EV charging', 'application fee details: $42', 'furnished', 'condo', 'w/d in unit', 'no smoking', 'valet parking']"
Oct  1,310 Townsend | Chic and Modern 1BR/1BA With High Ceilings  | Avail NOW,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-310-townsend-chic-and/7205106892.html,2599,1,665.0,SOMA / south beach,1Ba,"['application fee details: $42', 'condo', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,Premium Studio in Pacific Heights | Walk to CPMC,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-premium-studio-in-pacific/7206334226.html,2075,,500.0,pacific heights,1Ba,"['application fee details: $35', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,One month rent FREE! Huge bedrooms on Panhandle Park!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-month-rent-free-huge/7206315768.html,5595,4,,USF / panhandle,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Oct  1,LUMINA | 1BR/1BA With Incredible City Views | Available NOW,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lumina-1br-1ba-with/7205139855.html,3725,,855.0,SOMA / south beach,,"['EV charging', 'application fee details: $42', 'apartment', 'no smoking']"
Oct  1,MIRA | BRAND NEW Luxary 2BR/2BA With Most Desirable Split Floor Plan,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-mira-brand-new-luxary-2br/7205141790.html,5100,2,1356.0,SOMA / south beach,2Ba,"['EV charging', 'application fee details: $42', 'condo', 'w/d in unit', 'no smoking', 'valet parking']"
Oct  1,Luxury 2BD/2BA With Spectacular City & Water Views | LUMINA,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxury-2bd-2ba-with/7205133186.html,7800,2,1572.0,SOMA / south beach,2Ba,"['EV charging', 'application fee details: $42', 'condo', 'w/d in unit', 'no smoking', 'valet parking']"
Oct  1,LUMINA| High Floor 2BR/2BA With Bridge and Water View |,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lumina-high-floor-2br-2ba/7205143149.html,5200,2,1191.0,SOMA / south beach,2Ba,"['EV charging', 'application fee details: $42', 'condo', 'w/d in unit', 'no smoking', 'valet parking']"
Oct  1,INFINITY | Large Corner 2BD/2BA South Facing | Available NOW,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-infinity-large-corner-2bd/7205146572.html,4648,2,1313.0,SOMA / south beach,2Ba,"['application fee details: $42', 'condo', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,ONE RINCON | 1BR/1BA With Panoramic Views | 1 MONTH FREE,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-rincon-1br-1ba-with/7205129719.html,3950,1,605.0,SOMA / south beach,1Ba,"['EV charging', 'application fee details: $42', 'furnished', 'condo', 'w/d in unit', 'no smoking', 'valet parking']"
Oct  1,310 Townsend | Chic and Modern 1BR/1BA With High Ceilings  | Avail NOW,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-310-townsend-chic-and/7205106892.html,2599,1,665.0,SOMA / south beach,1Ba,"['application fee details: $42', 'condo', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,Premium Studio in Pacific Heights | Walk to CPMC,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-premium-studio-in-pacific/7206334226.html,2075,,500.0,pacific heights,1Ba,"['application fee details: $35', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,One month rent FREE! Huge bedrooms on Panhandle Park!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-month-rent-free-huge/7206315768.html,5595,4,,USF / panhandle,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Oct  1,LUMINA | 1BR/1BA With Incredible City Views | Available NOW,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lumina-1br-1ba-with/7205139855.html,3725,,855.0,SOMA / south beach,,"['EV charging', 'application fee details: $42', 'apartment', 'no smoking']"
Oct  1,MIRA | BRAND NEW Luxary 2BR/2BA With Most Desirable Split Floor Plan,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-mira-brand-new-luxary-2br/7205141790.html,5100,2,1356.0,SOMA / south beach,2Ba,"['EV charging', 'application fee details: $42', 'condo', 'w/d in unit', 'no smoking', 'valet parking']"
