date,title,link,price,brs,sqft,hood,bath,amenities
Sep 30,Quiet/Secluded Corner Unit with Parking and Storage included.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-quiet-secluded-corner/7206062074.html,3800,2,880.0,castro / upper market,1Ba,"['application fee details: $40 Intellirent per person', 'apartment', 'laundry in bldg', 'no smoking', 'carport']"
Sep 30,Newly Renovated 1BR/1BA; 2 Months Free; Pet Friendly,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-renovated-1br-1ba-2/7206062051.html,2595,1,,lower nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking']"
Sep 30,Attractive Noe Valley Apartment W/Parking,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-attractive-noe-valley/7194042530.html,3095,2,767.0,noe valley,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Sep 30,New Fully Remodeled 2BR/1BA; 2 Months Free; Pet Friendly,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-fully-remodeled-2br/7206061391.html,2995,2,,lower nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking']"
Sep 30,Ready for OCT Move! Adorable Studio W/Tons of Charm!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-ready-for-oct-move/7196302528.html,2195,,,sunset / parkside,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,Light-Filled 1BD/1BA W/Tons of Charm Close to Divisadero!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-light-filled-1bd-1ba-tons/7196310539.html,3025,1,,western addition,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,Top Floor Studio W/Eat-In Kitchen & Nook Perfect for Office!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-studio-eat-in/7196306382.html,1895,,,tenderloin,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,$0 Security Deposit| Cozy Studio in Co-Living Community!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-0-security-deposit-cozy/7196324137.html,800,,,SOMA / south beach,sharedBa,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,$500 Deposit! Cozy Private Mission Studio in Vibrant Community,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-500-deposit-cozy-private/7196339134.html,1195,,,mission district,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,FiDi SRO| Close to Transit| Laundry In Building!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fidi-sro-close-to-transit/7196357521.html,750,1,,financial district,sharedBa,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,Top Floor FiDi Private Room in Co-Living Community,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-fidi-private/7196359593.html,895,1,,financial district,sharedBa,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,3BD/1BA Charming Flat W/Modern Updates!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3bd-1ba-charming-flat/7196362639.html,4600,3,,nob hill,splitBa,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,3BR/1BA W/Tons of Charm & Updates| Eat-In Kitchen,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3br-1ba-tons-of-charm/7196364505.html,4700,3,,nob hill,splitBa,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,Newly Reduced! Tons of Charm & Eat-In Kitchen Cusp of North Beach!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-reduced-tons-of/7200529528.html,3525,2,,russian hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,GORGEOUS! Brand New Reno| Top Floor|Custom Closet,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-brand-new-reno/7200512361.html,1995,,,financial district,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,1 bedroom Apt. at The Palms- A Modern lifestyle,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-apt-at-the/7206060842.html,2700,1,576.0,SOMA / south beach,1Ba,"['application fee details: Non-refundable application fee', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Sep 30,3 Bed Home in Portola District - Steps Away from MUNI & McLaren Park,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-bed-home-in-portola/7199686486.html,2999,3,2000.0,portola district,2Ba,"['house', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,"Single Family Home| 3BR/3BA W/Laundry, Parking, & Patio Space",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-single-family-home-3br/7200490956.html,5495,3,,alamo square / nopa,3Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Sep 30,2 Months FREE - 3BD/1BA Pet Friendly Mission Flat,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-free-3bd-1ba-pet/7204874446.html,3950,3,1450.0,mission district,splitBa,"['cats are OK - purrr', 'dogs are OK - wooof', 'flat', 'w/d in unit', 'no smoking', 'street parking']"
Sep 30,New Reduction| In-Unit Laundry| Updated 2BR/1.5BA,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-reduction-in-unit/7200484043.html,2995,2,,SOMA / south beach,1.5Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'street parking']"
Sep 30,"NEW REDUCTION! $1,000 Deposit| Spacious, Open Shared Living Space",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-reduction-1000/7200460810.html,3400,3,,SOMA / south beach,1.5Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site', 'no smoking', 'street parking']"
Sep 30,"$1,000 Deposit & 1 Mo. Free! Unique 4BD/2BA W/Bonus Loft Space!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1000-deposit-1-mo-free/7200451290.html,4500,4,,mission district,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'street parking']"
Sep 30,$500 DEPOSIT SPECIAL| Tons of Storage| Walk to Conveniences!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-500-deposit-special-tons/7200446165.html,2650,1,,nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site', 'no smoking', 'street parking']"
Sep 30,"City Views, Designated Parking, & Plenty of Space in Pac Heights!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-city-views-designated/7200254265.html,4495,2,,pacific heights,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'laundry in bldg', 'no smoking', 'attached garage']"
Sep 30,"$1,000 Deposit| Killer Deal!|Tons of Closet Space| Great Natural Light",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1000-deposit-killer/7203025647.html,1500,,,tenderloin,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site', 'no smoking', 'no parking']"
Sep 30,"1Mo. Free| $1,000 Security Deposit| Bright Studio W/Plenty of Storage!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1mo-free-1000-security/7203028983.html,1650,,,tenderloin,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site', 'no smoking', 'no parking']"
Sep 30,"$1,000 Security Deposit| Top Floor| In-Unit Laundry| New Reno!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1000-security-deposit-top/7203031937.html,2000,,,tenderloin,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking']"
Sep 30,"1 Mo. Free Rent| $1,000 Security Deposit| Top Floor W/Open Floor Plan",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-mo-free-rent-1000/7203034348.html,1700,,,tenderloin,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site', 'no smoking', 'no parking']"
Sep 30,"1Mo. Free| $1,000 Security Deposit| Dishwasher & Charming Built-Ins",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1mo-free-1000-security/7203037854.html,1650,,,tenderloin,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site', 'no smoking', 'no parking']"
Sep 30,"1Mo. Free| $1,000 Security Deposit| Dishwasher & Tons of Charm!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1mo-free-1000-security/7203040749.html,2195,1,,tenderloin,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site', 'no parking']"
Sep 30,2BD/1BA In-Law in Central Sunset,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2bd-1ba-in-law-in-central/7206058102.html,2100,2,,sunset / parkside,1Ba,"['apartment', 'laundry on site', 'no smoking', 'street parking']"
Sep 30,"1Mo. Free| $1,000 Security Deposit| Top Floor|Dishwasher!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1mo-free-1000-security/7203042668.html,2350,1,,lower nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site', 'no smoking', 'no parking']"
Sep 30,One month rent FREE! Huge bedrooms on Panhandle Park!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-month-rent-free-huge/7206056939.html,5595,4,,USF / panhandle,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Sep 30,Private Entrance W/Yard|Updated W/Dishwasher|Parking Available!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-private-entrance/7206059377.html,2900,1,,lower pac hts,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'attached garage']"
Sep 30,"Fantastic View Penthouse, 2 Br Near Union St.",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fantastic-view-penthouse/7206059203.html,3750,2,750.0,marina / cow hollow,splitBa,"['apartment', 'laundry in bldg', 'no parking']"
Sep 30,NEW PRICE!! 1 Bedroom in Prime Location,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-price-1-bedroom-in/7189021881.html,2350,1,,pacific heights,1Ba,"['application fee details: application and credit check paid by tenant $30', 'broker fee details: landlord pays all broker fees', 'apartment', 'laundry in bldg', ""listed by: Sotheby's international realty 01886260"", 'street parking']"
Sep 30,"Gorgeous Pac Heights 2BR Apt, Hardwood flr, Doorman, parking available",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-pac-heights-2br/7206055998.html,5150,2,1100.0,pacific heights,1.5Ba,"['application fee details: $30 credit check fee per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'detached garage']"
Sep 30,"Flat on Corner of Arguello and Frederick - 3 Bedroom, 1.5 Bath Flat",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-flat-on-corner-of/7203404809.html,5500,3,,cole valley / ashbury hts,1.5Ba,"['application fee details: $40/person for application and credit check', 'apartment', 'w/d in unit', 'no smoking']"
Sep 30,STUDIO APARTMENT - 2 months free!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-apartment-2-months/7201686755.html,1634,,371.0,lower nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage', 'wheelchair accessible']"
Sep 30,House for rent 263 Monterey Blvd. S.F.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-house-for-rent-263/7206058394.html,4750,,,glen park,1Ba,['house']
Sep 30,"Beautiful 7BR bi-level w/ large bedrooms, deck, yard!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-7br-bi-level/7206056459.html,9995,7,,alamo square / nopa,3Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking']"
Sep 30,Beautiful Home in Sunny Forest Hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-home-in-sunny/7206058085.html,1875,1,2755.0,west portal / forest hill,1Ba,"['dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'detached garage']"
Sep 30,"Fabulous Top Floor View Flat, Location, Private Garage",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fabulous-top-floor-view/7202794192.html,3600,2,1000.0,mission district,1Ba,"['cats are OK - purrr', 'flat', 'w/d in unit', 'attached garage']"
Sep 30,1 Bed/1 bath apt with private 25 foot deck and parking space included,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bed-1-bath-apt-with/7203555098.html,3075,1,650.0,potrero hill,1Ba,"['apartment', 'laundry in bldg', 'attached garage']"
Sep 30,Furnished or unfurnished Apartment !! We can make it happen !!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-or-unfurnished/7206033412.html,6000,2,1500.0,pacific heights,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'attached garage']"
Sep 30,"""FREE RENT"" REMODELED UNIT ...Hardwood floors...Stainless appliances",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-free-rent-remodeled-unit/7206053975.html,2300,1,,hayes valley,1Ba,"['application fee details: $35 credit check', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Sep 30,Spacious 3 BD 2 BA! Super great neighborhood! Large backyard!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-3-bd-2-ba-super/7206056817.html,3795,3,,mission district,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Sep 30,Quiet Studio for Rent,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-quiet-studio-for-rent/7206056775.html,1600,,,financial district,2Ba,"['apartment', 'no smoking']"
Sep 30,"Beautiful flat, steps aways from Union Square, Parks, downtown SF!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-flat-steps/7206056685.html,6995,5,,nob hill,3.5Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking']"
Sep 30,Beautiful 4BR penthouse flat with gorgeous views!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-4br-penthouse/7206056588.html,4795,4,,mission district,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking']"
Sep 30,"Luxurious 3 beds, 3 baths Condo in San Francisco, CA",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxurious-3-beds-3-baths/7206049688.html,6995,3,1845.0,potrero hill,3Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit']"
Sep 30,"Beautiful Penthouse Nob Hill Condo w/ Parking, W&D, Office, Storage",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-penthouse-nob/7200283333.html,7700,3,2000.0,nob hill,2.5Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Sep 30,"UNIQUE 5  BEDROOM, LARGE, CLEAN, CONVENIENT BAYVIEW  LOCALE",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-unique-5-bedroom-large/7206055064.html,4400,5,1400.0,bayview,2Ba,"['application fee details: zero', 'broker fee details: zero', 'cats are OK - purrr', 'dogs are OK - wooof', 'flat', 'w/d in unit', 'no smoking', 'street parking']"
Sep 30,"Stunning apartment minutes to SFSU, USF, and Financial District",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stunning-apartment/7201744367.html,2970,2,1100.0,inner richmond,1.5Ba,"['apartment', 'laundry in bldg', 'no parking']"
Sep 30,"Remodeled, Elegant Richmond District house near UCSF, Westlake & more!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-elegant/7201743143.html,3820,2,,richmond / seacliff,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Sep 30,"Spacious Pacific Heights apartment mins to UCSF, USF, SF FiDi",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-pacific-heights/7201742575.html,2580,1,,pacific heights,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Sep 30,Elegant and spacious apartment near Chinatown and North Beach!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-and-spacious/7201741790.html,2995,2,,russian hill,1Ba,"['apartment', 'no smoking', 'no parking']"
Sep 30,"Elegant Studio located near USF, Financial Dist. and more!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-studio-located/7201731099.html,1480,,,lower nob hill,1Ba,"['apartment', 'laundry in bldg', 'no parking']"
Sep 30,"Elegant Studio located near USF, Financial Dist. and more!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-studio-located/7201730845.html,1480,,,lower nob hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Sep 30,"Spacious full floor flat minutes to UCSF, SFSU, and SF financial dist.",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-full-floor-flat/7201729918.html,3480,3,1600.0,ingleside / SFSU / CCSF,2Ba,"['apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Sep 30,"Stunning apartment minutes to SFSU, USF, and Financial District",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stunning-apartment/7201729465.html,2970,2,1100.0,inner richmond,1.5Ba,"['apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Sep 30,"2 or 3 BR + office; laundry, garage, close to BART",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-or-3-br-office-laundry/7197486395.html,4500,3,1700.0,mission district,1.5Ba,"['flat', 'w/d in unit', 'no smoking', 'attached garage']"
Sep 30,LARGE STUDIO***RECORD LOW RENT*** RENT CONTROL,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-studiorecord-low/7206040981.html,1895,,,lower nob hill,1Ba,"['application fee details: 42', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'no smoking']"
Sep 30,"3 BR + office; Mission, Close to BART; Laundry Garage",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-br-office-mission-close/7197486829.html,4500,3,1700.0,mission district,1.5Ba,"['flat', 'w/d in unit', 'no smoking', 'attached garage']"
Sep 30,"3 BR + office; Mission, Close to BART; Laundry Garage",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-br-office-mission-close/7197486531.html,4500,3,1700.0,mission district,1.5Ba,"['flat', 'w/d in unit', 'no smoking', 'attached garage']"
Sep 30,Spacious and Bright apartment close to UCSF and minutes to SF Downtown,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-and-bright/7201728814.html,2220,2,,inner richmond,1Ba,"['apartment', 'no laundry on site', 'no smoking', 'no parking']"
Sep 30,"Beautiful, Bright Richmond District apartment close to UCSF and more!!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-bright-richmond/7201727639.html,3920,2,,richmond / seacliff,1Ba,"['apartment', 'no smoking', 'no parking']"
Sep 30,1037 Polk - 2 bedroom 2 bath Home & Office Opportunities,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1037-polk-2-bedroom-2/7206052907.html,5495,2,2200.0,Polk Gulch,2Ba,"['apartment', 'w/d in unit', 'no parking', 'wheelchair accessible']"
Sep 30,"Elegant and Bright Sunset apartment near CCSF, SFSU, and much more!!!\",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-and-bright-sunset/7201724714.html,2780,2,,sunset / parkside,1Ba,"['apartment', 'no smoking']"
Sep 30,"Spacious and bright Marina apartment close to UCSF, Downtown and more!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-and-bright/7201724042.html,3420,2,,marina / cow hollow,1Ba,"['apartment', 'no smoking']"
Sep 30,"Elegant studio near Union Square, Chinatown, North Beach & much more!!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-studio-near-union/7201692736.html,1700,,,nob hill,1Ba,"['apartment', 'no smoking', 'no parking']"
Sep 30,"Elegant, peaceful studio near Financial District, North Beach & more!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-peaceful-studio/7201691975.html,1500,,,nob hill,1Ba,"['apartment', 'no smoking', 'no parking']"
Sep 30,"Elegant studio near Chinatown, Union Square, North Beach & much more!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-studio-near/7201690556.html,1600,,,nob hill,1Ba,"['apartment', 'no smoking', 'no parking']"
Sep 30,"Elegant studio near FiDi, Union Square, North Beach & much more!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-studio-near-fidi/7201686719.html,1650,,,nob hill,1Ba,"['apartment', 'no smoking', 'no parking']"
Sep 30,"Elegant, peaceful studio near FiDi, Chinatown, North Beach & much more",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-peaceful-studio/7201685282.html,1600,,,nob hill,1Ba,"['apartment', 'no smoking', 'no parking']"
Sep 30,Gorgeous apartment for rent in Nob Hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-apartment-for/7201681214.html,1480,,,nob hill,1Ba,['apartment']
Sep 30,Bright 1-Bed / 1-Bath Top Floor Flat; Great Location in Lower Haight!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-1-bed-1-bath-top/7202521717.html,2400,1,,lower haight,1Ba,"['application fee details: $45 application fee', 'cats are OK - purrr', 'flat', 'laundry in bldg', 'no smoking', 'no parking']"
Sep 30,"Flat for rent- 1625 Balboa Street,  S.F.",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-flat-for-rent-balboa/7206051547.html,3480,,,inner richmond,1Ba,"['flat', 'no smoking']"
Sep 30,1037 Polk - 2 bedroom 2 bath Home & Office Opportunities,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1037-polk-2-bedroom-2/7206052907.html,5495,2,2200.0,Polk Gulch,2Ba,"['apartment', 'w/d in unit', 'no parking', 'wheelchair accessible']"
Sep 30,"Elegant and Bright Sunset apartment near CCSF, SFSU, and much more!!!\",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-and-bright-sunset/7201724714.html,2780,2,,sunset / parkside,1Ba,"['apartment', 'no smoking']"
Sep 30,"Spacious and bright Marina apartment close to UCSF, Downtown and more!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-and-bright/7201724042.html,3420,2,,marina / cow hollow,1Ba,"['apartment', 'no smoking']"
Sep 30,"Elegant studio near Union Square, Chinatown, North Beach & much more!!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-studio-near-union/7201692736.html,1700,,,nob hill,1Ba,"['apartment', 'no smoking', 'no parking']"
Sep 30,"Elegant, peaceful studio near Financial District, North Beach & more!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-peaceful-studio/7201691975.html,1500,,,nob hill,1Ba,"['apartment', 'no smoking', 'no parking']"
Sep 30,"Elegant studio near Chinatown, Union Square, North Beach & much more!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-studio-near/7201690556.html,1600,,,nob hill,1Ba,"['apartment', 'no smoking', 'no parking']"
Sep 30,"Elegant studio near FiDi, Union Square, North Beach & much more!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-studio-near-fidi/7201686719.html,1650,,,nob hill,1Ba,"['apartment', 'no smoking', 'no parking']"
Sep 30,"Elegant, peaceful studio near FiDi, Chinatown, North Beach & much more",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-peaceful-studio/7201685282.html,1600,,,nob hill,1Ba,"['apartment', 'no smoking', 'no parking']"
Sep 30,Gorgeous apartment for rent in Nob Hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-apartment-for/7201681214.html,1480,,,nob hill,1Ba,['apartment']
Sep 30,Bright 1-Bed / 1-Bath Top Floor Flat; Great Location in Lower Haight!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-1-bed-1-bath-top/7202521717.html,2400,1,,lower haight,1Ba,"['application fee details: $45 application fee', 'cats are OK - purrr', 'flat', 'laundry in bldg', 'no smoking', 'no parking']"
Sep 30,"Flat for rent- 1625 Balboa Street,  S.F.",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-flat-for-rent-balboa/7206051547.html,3480,,,inner richmond,1Ba,"['flat', 'no smoking']"
Sep 30,Luxuriously Remodeled House with Amazing Natural Light,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxuriously-remodeled/7198264702.html,3995,3,1565.0,bayview,2Ba,"['application fee details: $45 application fee', 'cats are OK - purrr', 'dogs are OK - wooof', 'house', 'w/d in unit', 'no smoking', 'attached garage']"
Sep 30,~ 3 bed / 1 bath ~ Nob Hill ~  Views ~,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-bed-1-bath-nob-hill/7206014161.html,4495,3,,nob hill,1Ba,"['application fee details: $25.00 Application Fee - Online Application', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,Large Studio Apt. # 24,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-studio-apt-24/7206050918.html,1890,,440.0,alamo square / nopa,1Ba,"['apartment', 'laundry on site', 'no smoking', 'attached garage']"
Sep 30,Large studio #10,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-studio-10/7206050769.html,1890,,430.0,alamo square / nopa,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Sep 30,Flat for rent- 790-30th Ave.  S.F.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-flat-for-rent-th-ave-sf/7206050660.html,3380,,,inner richmond,1Ba,['flat']
Sep 30,1 bdrm  Apt.#14,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bdrm-apt14/7206050588.html,2250,1,580.0,alamo square / nopa,1Ba,"['apartment', 'laundry on site', 'no smoking', 'attached garage']"
Sep 30,1 BR - Great Classic Building Hardwood Floors UTILITIES INC,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-br-great-classic/7201508201.html,2295,1,,russian hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Sep 30,"Open House Today! Beautiful Victorian, City Views, Restaurants & More!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-house-today/7206050508.html,3650,3,1300.0,San Francisco,splitBa,"['apartment', 'laundry in bldg', 'street parking']"
Sep 30,Spacious 1BR New Kitchen & Bath Hardwood FL Dining Room UTILITIES INC,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-1br-new-kitchen/7202536214.html,3395,1,1100.0,russian hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking']"
Sep 30,**PRICE REDUCTION** Updated Studio | 5-7 mins walk to Bart/Muni,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-price-reduction-updated/7206041285.html,1495,,,tenderloin,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking']"
